Time,Channel B,Channel C
(ns),(mV),(mV)

-10.93333432,0.00000000,0.39370070
-10.53333432,0.00000000,0.39370070
-10.13333431,0.00000000,0.00000000
-9.73333431,-0.39370070,0.78740150
-9.33333430,0.39370070,0.78740150
-8.93333429,-0.39370070,0.39370070
-8.53333429,0.39370070,0.39370070
-8.13333428,-0.39370070,0.78740150
-7.73333428,0.00000000,0.00000000
-7.33333427,-0.39370070,0.39370070
-6.93333427,0.39370070,0.78740150
-6.53333426,-0.39370070,0.78740150
-6.13333426,0.39370070,0.00000000
-5.73333425,-0.78740150,0.78740150
-5.33333425,0.00000000,-0.39370070
-4.93333424,-0.78740150,0.78740150
-4.53333424,0.39370070,0.39370070
-4.13333423,0.00000000,0.39370070
-3.73333423,0.39370070,0.78740150
-3.33333422,-0.78740150,0.39370070
-2.93333421,0.00000000,0.00000000
-2.53333421,-0.39370070,0.39370070
-2.13333420,0.39370070,0.78740150
-1.73333420,0.78740150,0.78740150
-1.33333419,1.57480300,0.39370070
-0.93333419,1.18110200,0.39370070
-0.53333418,3.14960600,0.00000000
-0.13333418,3.54330700,0.78740150
0.26666583,4.72440900,0.39370070
0.66666583,3.14960600,0.78740150
1.06666584,4.33070900,0.00000000
1.46666584,2.36220500,0.39370070
1.86666585,3.54330700,0.39370070
2.26666586,1.96850400,0.78740150
2.66666586,1.96850400,0.78740150
3.06666587,0.39370070,0.78740150
3.46666587,1.18110200,0.00000000
3.86666588,0.39370070,0.78740150
4.26666588,1.18110200,0.39370070
4.66666589,0.39370070,0.39370070
5.06666589,0.78740150,-0.39370070
5.46666590,0.00000000,0.39370070
5.86666590,0.39370070,0.00000000
6.26666591,0.00000000,0.78740150
6.66666591,0.00000000,0.39370070
7.06666592,-0.39370070,0.78740150
7.46666592,0.78740150,0.39370070
7.86666593,-0.39370070,0.39370070
8.26666594,0.39370070,0.00000000
8.66666594,-0.39370070,0.78740150
9.06666595,0.00000000,0.39370070
9.46666595,0.00000000,0.78740150
9.86666596,0.00000000,0.39370070
10.26666596,0.00000000,0.39370070
10.66666597,0.00000000,0.78740150
11.06666597,0.00000000,0.39370070
11.46666598,0.39370070,0.39370070
11.86666598,-0.39370070,0.78740150
12.26666599,0.00000000,0.39370070
12.66666599,-0.78740150,0.78740150
13.06666600,-0.78740150,-0.39370070
13.46666600,-0.39370070,0.39370070
13.86666601,0.00000000,0.00000000
14.26666602,-0.78740150,0.78740150
14.66666602,0.00000000,0.39370070
15.06666603,-0.39370070,0.39370070
15.46666603,0.00000000,0.39370070
15.86666604,-0.39370070,0.78740150
16.26666604,0.39370070,0.00000000
16.66666605,-0.39370070,0.39370070
17.06666605,0.39370070,0.00000000
17.46666606,-0.39370070,0.39370070
17.86666606,-0.39370070,0.00000000
18.26666607,-0.78740150,0.78740150
18.66666607,0.39370070,0.39370070
19.06666608,-0.78740150,0.78740150
19.46666608,-0.39370070,0.78740150
19.86666609,-0.39370070,0.78740150
20.26666610,0.39370070,0.78740150
20.66666610,-0.39370070,0.39370070
21.06666611,0.00000000,0.00000000
21.46666611,-0.39370070,0.39370070
21.86666612,0.39370070,-0.39370070
22.26666612,-0.39370070,0.39370070
22.66666613,0.00000000,0.00000000
23.06666613,-0.78740150,0.39370070
23.46666614,0.00000000,0.00000000
23.86666614,-0.78740150,0.78740150
24.26666615,0.00000000,0.00000000
24.66666615,-0.39370070,0.39370070
25.06666616,0.39370070,-0.39370070
25.46666616,0.78740150,0.39370070
25.86666617,1.57480300,0.39370070
26.26666618,1.18110200,0.39370070
26.66666618,1.96850400,0.00000000
27.06666619,1.96850400,0.78740150
27.46666619,2.75590500,0.00000000
27.86666620,1.96850400,0.78740150
28.26666620,2.75590500,0.39370070
28.66666621,1.57480300,0.39370070
29.06666621,2.36220500,0.78740150
29.46666622,1.18110200,0.78740150
29.86666622,1.57480300,0.00000000
30.26666623,1.18110200,0.39370070
30.66666623,1.18110200,0.00000000
31.06666624,0.00000000,1.18110200
31.46666624,1.18110200,0.78740150
31.86666625,0.39370070,0.39370070
32.26666626,0.78740150,0.00000000
32.66666626,0.00000000,0.39370070
33.06666627,0.78740150,0.39370070
33.46666627,0.39370070,1.18110200
33.86666628,0.78740150,0.39370070
34.26666628,0.00000000,0.39370070
34.66666629,0.00000000,0.00000000
35.06666629,-0.39370070,0.78740150
35.46666630,0.00000000,0.00000000
35.86666630,0.00000000,0.78740150
36.26666631,0.78740150,0.39370070
36.66666631,0.00000000,0.78740150
37.06666632,0.39370070,0.39370070
37.46666632,-0.78740150,0.39370070
37.86666633,0.00000000,0.39370070
38.26666634,-0.78740150,0.78740150
38.66666634,0.00000000,0.00000000
39.06666635,-0.39370070,0.78740150
39.46666635,0.00000000,0.78740150
39.86666636,-0.78740150,0.39370070
40.26666636,0.39370070,-0.39370070
40.66666637,-0.39370070,0.78740150
41.06666637,-0.39370070,0.39370070
41.46666638,-0.39370070,0.39370070
41.86666638,0.39370070,0.39370070
