Time,Channel B,Channel C
(ns),(mV),(mV)

-31.19999911,0.39370070,1.18110200
-30.79999911,1.18110200,1.18110200
-30.39999910,0.39370070,1.18110200
-29.99999910,1.18110200,1.18110200
-29.59999909,0.78740150,1.57480300
-29.19999909,1.96850400,1.18110200
-28.79999908,0.39370070,1.57480300
-28.39999907,1.18110200,1.18110200
-27.99999907,0.78740150,1.57480300
-27.59999906,1.18110200,1.18110200
-27.19999906,0.78740150,1.57480300
-26.79999905,1.57480300,0.78740150
-26.39999905,0.39370070,1.18110200
-25.99999904,1.18110200,1.18110200
-25.59999904,0.39370070,1.96850400
-25.19999903,1.18110200,1.18110200
-24.79999903,0.39370070,1.57480300
-24.39999902,0.78740150,1.18110200
-23.99999902,0.39370070,1.57480300
-23.59999901,0.78740150,1.18110200
-23.19999901,0.39370070,1.57480300
-22.79999900,1.18110200,1.18110200
-22.39999899,0.39370070,1.57480300
-21.99999899,1.18110200,0.78740150
-21.59999898,0.78740150,1.96850400
-21.19999898,1.18110200,1.18110200
-20.79999897,0.39370070,1.57480300
-20.39999897,0.78740150,1.18110200
-19.99999896,0.78740150,1.57480300
-19.59999896,1.18110200,1.18110200
-19.19999895,0.78740150,1.57480300
-18.79999895,1.18110200,1.18110200
-18.39999894,0.39370070,1.18110200
-17.99999894,0.78740150,1.18110200
-17.59999893,0.39370070,1.57480300
-17.19999893,1.18110200,1.18110200
-16.79999892,0.39370070,1.18110200
-16.39999891,1.18110200,1.18110200
-15.99999891,0.39370070,1.96850400
-15.59999890,2.36220500,1.57480300
-15.19999890,0.78740150,1.96850400
-14.79999889,1.18110200,1.18110200
-14.39999889,0.78740150,1.18110200
-13.99999888,1.57480300,1.57480300
-13.59999888,0.78740150,1.57480300
-13.19999887,1.18110200,1.57480300
-12.79999887,0.39370070,1.18110200
-12.39999886,1.18110200,1.57480300
-11.99999886,0.39370070,1.57480300
-11.59999885,1.57480300,1.96850400
-11.19999885,0.39370070,1.57480300
-10.79999884,1.18110200,1.18110200
-10.39999883,0.78740150,0.78740150
-9.99999883,0.78740150,1.18110200
-9.59999882,0.39370070,1.57480300
-9.19999882,0.78740150,1.18110200
-8.79999881,0.39370070,1.57480300
-8.39999881,1.57480300,1.57480300
-7.99999880,0.39370070,1.57480300
-7.59999880,1.57480300,0.78740150
-7.19999879,0.39370070,1.57480300
-6.79999879,1.18110200,1.18110200
-6.39999878,0.39370070,1.57480300
-5.99999878,0.78740150,1.18110200
-5.59999877,0.78740150,1.57480300
-5.19999876,1.18110200,0.78740150
-4.79999876,0.39370070,1.57480300
-4.39999875,1.18110200,1.18110200
-3.99999875,0.78740150,1.57480300
-3.59999874,1.57480300,1.18110200
-3.19999874,0.39370070,1.57480300
-2.79999873,1.57480300,1.57480300
-2.39999873,0.78740150,1.96850400
-1.99999872,1.18110200,1.57480300
-1.59999872,1.18110200,2.75590500
-1.19999871,0.78740150,2.36220500
-0.79999871,0.39370070,3.14960600
-0.39999870,1.57480300,3.14960600
0.00000130,0.78740150,3.93700800
0.40000131,0.78740150,3.54330700
0.80000132,0.00000000,3.54330700
1.20000132,1.18110200,3.54330700
1.60000133,0.39370070,2.75590500
2.00000133,1.57480300,2.36220500
2.40000134,0.39370070,2.75590500
2.80000134,1.18110200,2.36220500
3.20000135,0.78740150,2.36220500
3.60000135,1.18110200,1.96850400
4.00000136,0.78740150,1.96850400
4.40000136,1.18110200,1.18110200
4.80000137,0.39370070,1.96850400
5.20000137,1.18110200,1.57480300
5.60000138,0.78740150,1.96850400
6.00000138,0.78740150,1.18110200
6.40000139,0.78740150,1.57480300
6.80000140,1.18110200,1.18110200
7.20000140,0.39370070,1.57480300
7.60000141,1.57480300,0.78740150
8.00000141,0.39370070,1.96850400
8.40000142,1.57480300,1.18110200
8.80000142,0.39370070,1.57480300
9.20000143,1.57480300,1.18110200
9.60000143,0.78740150,1.57480300
10.00000144,1.57480300,1.18110200
10.40000144,0.39370070,1.57480300
10.80000145,0.78740150,1.18110200
11.20000145,0.39370070,1.57480300
11.60000146,1.18110200,1.57480300
12.00000146,0.39370070,1.18110200
12.40000147,1.18110200,0.78740150
12.80000148,0.78740150,1.96850400
13.20000148,1.57480300,0.78740150
13.60000149,0.78740150,1.57480300
14.00000149,1.18110200,0.78740150
14.40000150,0.39370070,1.57480300
14.80000150,1.18110200,1.18110200
15.20000151,0.39370070,1.57480300
15.60000151,1.96850400,0.78740150
16.00000152,0.78740150,1.57480300
16.40000152,1.18110200,0.78740150
16.80000153,0.00000000,1.57480300
17.20000153,1.57480300,1.57480300
17.60000154,0.39370070,1.57480300
18.00000154,1.18110200,1.18110200
18.40000155,0.39370070,1.57480300
18.80000156,1.18110200,1.18110200
19.20000156,0.78740150,1.57480300
19.60000157,1.18110200,1.18110200
20.00000157,0.78740150,1.57480300
20.40000158,1.18110200,1.18110200
20.80000158,0.39370070,1.57480300
21.20000159,0.78740150,1.18110200
21.60000159,0.78740150,1.96850400
22.00000160,1.18110200,1.57480300
22.40000160,0.39370070,1.96850400
